Fid,LATITUDE,LONGITUDE,wdate,precipitation,temp_max,temp_min,wind,weather
10.42.0.151-119.146.74.49-47742-80-6,40.01729,-85.999571,18-11-15,1.5,8.9,3.3,3.8,rain
10.42.0.42-31.13.80.5-54443-443-6,40.01509,-86.004751,19-11-15,2,8.9,2.8,4.2,rain
10.42.0.211-23.194.141.191-44927-443-6,40.42171,-86.843721,20-11-15,0,8.3,0.6,4,rain
10.42.0.211-10.42.0.1-39499-53-17,39.95692,-85.959031,21-11-15,0,8.9,0.6,4.7,sun
10.42.0.211-52.71.229.141-53237-443-6,39.99588,-86.617961,22-11-15,0,10,1.7,3.1,rain
182.22.25.252-10.42.0.42-443-54535-6,38.07131057,-97.93595086,23-11-15,3,6.7,0,1.3,rain
10.42.0.211-23.206.162.129-41601-80-6,37.68057273,-97.26339543,24-11-15,7.1,6.7,2.8,4.5,rain
172.217.2.106-10.42.0.211-443-59370-6,37.74845,-97.242501,25-11-15,0,7.2,0,5.7,sun
174.129.32.118-10.42.0.211-443-36979-6,37.99278846,-100.8536954,26-11-15,0,9.4,-1,4.3,sun
192.229.163.180-10.42.0.151-443-36134-6,38.85664585,-94.68693959,27-11-15,0,9.4,-1.6,3,sun
172.217.10.238-10.42.0.42-443-50867-6,38.96186,-95.311021,28-11-15,0,7.2,-2.7,1,sun
10.42.0.211-123.125.29.220-47513-80-6,37.99449308,-98.03260955,29-11-15,0,1.7,-2.1,0.9,rain
172.217.10.33-10.42.0.211-443-44516-6,38.88154135,-94.64211116,30-11-15,0.5,5.6,-3.8,1.7,rain
169.47.5.241-10.42.0.211-5222-36345-6,38.84359437,-94.66594547,01-12-15,12.2,10,3.9,3.5,rain
174.35.50.75-10.42.0.211-80-37322-6,36.721322,-86.363944,02-12-15,2.5,10.6,4.4,5,rain
10.42.0.151-52.216.64.219-41557-443-6,39.02867088,-84.55205159,03-12-15,12.7,15.6,7.8,5.9,rain
172.217.12.195-10.42.0.151-443-45129-6,36.59020422,-88.4708412,04-12-15,2,10.6,6.1,4.7,rain
10.42.0.211-10.42.0.1-58349-53-17,38.25438,-85.690111,05-12-15,15.7,10,6.1,4,rain
209.85.201.188-10.42.0.211-5228-37074-6,36.9492,-87.710941,06-12-15,11.2,12.8,7.2,5.9,rain
172.217.12.142-10.42.0.151-443-60718-6,38.21204904,-85.6380475,07-12-15,27.4,11.1,8.3,3.4,rain
10.42.0.211-10.42.0.1-5457-53-17,38.88170469,-76.81125963,08-12-15,54.1,15.6,10,6.2,rain
10.42.0.1-10.42.0.42-53-39644-17,39.30227114,-76.6014119,09-12-15,13.5,12.2,7.8,6.3,rain
10.42.0.1-10.42.0.42-53-61272-17,38.98005254,-76.85231695,10-12-15,9.4,11.7,6.1,7.5,rain
172.217.6.206-10.42.0.211-443-39372-6,38.93822096,-76.95952933,11-12-15,0.3,9.4,4.4,2.8,rain
202.77.129.161-10.42.0.42-80-59601-6,29.66298204,-90.76972515,12-12-15,16,8.9,5.6,5.6,rain
172.217.6.234-10.42.0.151-443-39271-6,30.17569381,-93.18973002,13-12-15,1.3,7.8,6.1,6.1,rain
10.42.0.211-10.42.0.1-43652-53-17,30.02445406,-90.09005084,14-12-15,0,7.8,1.7,1.7,sun
192.229.163.180-10.42.0.151-443-53683-6,30.30377,-93.190501,15-12-15,1.5,6.7,1.1,2.9,rain
10.42.0.151-10.42.0.1-53268-53-17,30.22760644,-89.7793052,16-12-15,3.6,6.1,2.8,2.3,rain
10.42.0.211-10.42.0.1-14781-53-17,32.40732,-93.778361,17-12-15,21.8,6.7,3.9,6,rain
10.42.0.1-10.42.0.42-53-56818-17,32.45746,-93.763351,18-12-15,18.5,8.9,4.4,5.1,rain
10.42.0.211-10.42.0.1-46222-53-17,29.94364717,-90.09345506,19-12-15,0,8.3,2.8,4.1,rain
172.217.12.195-10.42.0.151-443-32936-6,29.95969,-90.105421,20-12-15,4.3,7.8,4.4,6.7,rain
172.217.10.74-10.42.0.42-443-46158-6,29.92353,-90.074651,21-12-15,27.4,5.6,2.8,4.3,rain
10.42.0.211-23.194.108.102-34234-443-6,31.09759277,-92.39773254,22-12-15,4.6,7.8,2.8,5,rain
10.42.0.151-10.42.0.1-47561-53-17,30.4260563,-90.99396557,23-12-15,6.1,5,2.8,7.6,rain
172.217.9.234-10.42.0.211-443-57371-6,39.3466322,-76.65736084,24-12-15,2.5,5.6,2.2,4.3,rain
10.42.0.151-108.174.11.1-50209-443-6,39.23411223,-76.60616363,25-12-15,5.8,5,2.2,1.5,rain
10.42.0.151-117.121.27.13-54001-80-6,39.2669353,-76.72807699,26-12-15,0,4.4,0,2.5,sun
173.241.242.143-10.42.0.42-443-45190-6,39.23413275,-76.60615977,27-12-15,8.6,4.4,1.7,2.9,rain
203.205.158.56-10.42.0.211-80-60840-6,39.64844788,-77.71870097,28-12-15,1.5,5,1.7,1.3,rain
183.79.250.123-10.42.0.211-443-60676-6,39.65533932,-77.7981518,29-12-15,0,7.2,0.6,2.6,rain
10.42.0.42-40.117.100.83-36429-443-6,38.97498769,-76.52623931,30-12-15,0,5.6,-1,3.4,sun
10.42.0.1-10.42.0.42-53-65304-17,42.3224225,-72.63974271,31-12-15,0,5.6,-2.1,3.5,sun
